,us_adp,us_ism_manufacturing,us_ism_new_orders,us_ism_employment,us_mortgage_30y,us_mortgage_15y,us_NFIB_index,us_NFIB_plans_inc_empl,us_NFIB_plan_cap_outlays,us_NFIB_plan_inventories,us_NFIB_economy,us_NFIB_price_plan,zew_confidence,zew_situation,eu_hicp,eu_ip,eu_pmi_manuf,uk_rs_ex_fuel,uk_employment,uk_unemployment,uk_pmi_composite,uk_pmi_services,uk_pmi_manuf,uk_pmi_const,uk_2y,uk_10y,uk_halifax_housing,bra_cpi,bra_ppi_igpm,bra_ppi_igpdi,bra_ppi_igp10,bra_business_confidence_sa,bra_business_situation_sa,bra_business_expectations_sa,bra_ppi_incc,bra_uncertainty,bra_uncertainty_media,bra_uncertainty_expectations,bra_employment_leading_fgv,bra_gdp_fgv,bra_ip,bra_industry,bra_extrativist,bra_retail_sales,bra_exports,bra_imports,zinc_fut,nickel_fut,ironOre_fut,cny_new_loans,cny_total_reserves,cny_gold_reserves,cny_m1,cny_m2,cny_st_rate,cny_1y_rate,cny_5y_rate,cny_10y_rate,cny_pmi,cny_pmi_production,cny_pmi_new_orders,cny_pmi_exports,cny_pmi_inventory,cny_pmi_imports,cny_exports,cny_imports,cny_trade_balance,cny_coal_output,cny_oil_output,cny_ng_output,cny_ip,jpy_cpi
28.02.14,103242000,53.2,56.1,52.3,4.23,3.33,92.785,7,26,0,-5,22,55.7,50,120.06,93.5,53.2,83.5,30492449.05,6.889470235,,58.2,56.9,62.6,0.509,2.723,0.024,3862.84,537.703,543.038,551.329,97.9,97.6,97.6,571.577,93.9,96,87.7,86.1,176.8,101.26531,97.64235,101.45875,90.93006,15841.7,18185.7,1983,,111.83,9370,,,,,,,,,,,,,,,,,,,,,,95.5
31.03.14,103296000,53.7,56.4,51.1,4.28,3.32,96.621,15,26,15,-13,19,46.6,51.3,120.92,104.7,53,84,30531952.87,6.75452541,,57.6,55.3,62.5,0.72,2.739,-0.011,3898.38,545.684,552.087,558.458,97.9,97.2,98.5,573.156,96.4,97.5,92.8,85.7,177.3,101.01641,100.07558,101.15358,95.60202,17532.4,17672.4,2040,,114.58,20934,,,,,,,,,,,,,,,,,,,,,,95.7
30.04.14,103801000,54.9,56.2,54.7,4.41,3.47,96.621,9,26,5,-2,23,43.2,59.5,121.14,111.8,53.4,84.4,30640289.1,6.588040806,,58.7,57.3,60.8,0.704,2.669,-0.002,3924.5,548.145,556.42,565.095,96,96.5,95.6,578.224,94.3,94.8,94.4,83,176,100.14007,100.2539,100.05039,95.25595,19632.9,19347.6,2054,,100.89,15259,,,,,,,,,,,,,,,,,,,,,,97.7
31.05.14,104238000,55.4,58.7,52.8,4.29,3.38,97.991,16,20,2,7,20,33.1,62.1,121.03,118.8,52.2,84.5,30742560.72,6.428294177,,58.6,57,60,0.67,2.567,0.039,3942.55,545.652,555.679,565.857,92.1,93.5,91.1,590.099,88.3,87.9,94.2,79.3,174.9,99.11408,100.85244,98.93858,100.18745,20658,20234,2217,,92.74,14013,,,,,,,,,,,,,,,,,,,,,,98.1
30.06.14,104450000,55.3,59.1,52.8,4.14,3.23,96.438,18,23,-3,-12,20,29.8,67.7,121.15,105.8,51.8,85.1,30704673.22,6.289253322,,57.7,57.5,62.6,0.869,2.671,-0.006,3958.32,542.194,551.554,562.046,91.2,92.9,90,594.013,93.3,92.6,98.8,75.7,172.2,96.1856,101.53457,95.42512,92.5739,20374.1,18251.6,2360,,96.05,19673,,,,,,,,,,,,,,,,,,,,,,98
31.07.14,104764000,57.1,62,58.2,4.12,3.22,101.644,18,39,0,1,22,27.1,61.8,120.53,112.8,51.8,84.8,30702440.15,6.143129831,,59.1,55.4,62.4,0.842,2.616,0.014,3958.72,539.21,548.202,558.873,91.4,90.7,92.7,598.441,90.5,89,99.9,74.5,172.9,98.64942,103.37644,98.07739,96.12112,22936.3,21645.2,2359,,92.84,2737,,,,,,,,,,,,,,,,,,,,,,98.1
31.08.14,105097000,59,63.9,58.1,4.14,3.27,97.9,13,38,1,-7,19,8.6,44.3,120.65,111.1,50.7,84.6,30786244.67,6.018725206,,60.5,52.5,64,0.842,2.369,0.001,3968.62,539.55,546.745,555.785,89.8,89.3,90,598.898,96,95.6,98.7,73.6,174.2,99.06077,106.30607,98.30171,99.06273,20373.9,19470.7,2288,,82.27,9577,,,,,,,,,,,,,,,,,,,,,,98.3
30.09.14,105375000,56.6,60,54.6,4.1,3.24,97.626,15,29,-5,2,17,6.9,25.4,121.03,113.1,50.3,84.6,30833160.68,5.980584272,,58.7,51.6,64.2,0.842,2.426,0.006,3991.24,539.649,547.839,557.503,88.4,88.4,88.1,599.823,96.9,97.3,96.5,71.6,174.6,99.18832,105.86104,98.52483,95.08291,19538.2,20683.3,2307,,80.08,11355,,,,,,,,,,,,,,,,,,,,,,98.5
31.10.14,105742000,59,65.8,55.5,4.19,3.36,100.365,14,36,3,2,21,-3.6,3.2,121.01,112.8,50.6,85.1,30848378.24,5.955225593,,56.2,53.2,61.4,0.669,2.25,-0.004,4008,542.853,549.396,557.642,87.9,87.4,88.5,600.865,97.3,97.9,95.9,74.7,174.9,99.28,108.32039,98.59052,102.17736,18227,19700.2,2215,,73.13,6807,,,,,,,,,,,,,,,,,,,,,,98.2
30.11.14,106050000,58.7,66,54.9,4.02,3.21,99.361,13,36,3,4,19,11.5,3.3,120.76,110.4,50.1,85.5,30850282.32,5.870945773,,58.6,53.5,59.4,0.525,1.927,0.004,4028.44,549.04,554.769,562.188,86.8,87,86.1,603.524,97.2,100,86.9,74.5,174.3,98.5383,106.1464,97.50103,103.47513,15545.9,18253,2178,,68.92,11459,,,,,,,,,,,,,,,,,,,,,,97.9
31.12.14,106371000,55.5,57.3,56.8,3.89,3.1,102.009,27,36,-5,8,22,34.9,10,120.65,110.4,50.6,86.5,30944018.62,5.698751063,,55.8,52.5,57.6,0.446,1.756,0.009,4059.86,551.149,558.213,567.72,86.1,86.3,86.1,604.026,95,99.5,78.6,76,174.7,95.60811,107.42435,94.01199,130.2956,17349,17414.1,2125,,67.2,16945,,,,,,,,,,,,,,,,,,,,,,97.9
31.01.15,106852000,53.5,52.9,54.1,3.73,3.05,100.913,15,31,2,12,19,48.4,22.4,119.11,101.1,51,85.1,31003481.87,5.654739502,,57.2,53,59.1,0.364,1.341,0.02,4110.2,554.835,562.482,570.125,84.5,84.6,83.4,609.568,99,102.7,84.4,74.2,174.4,96.18684,108.22201,94.53754,99.75487,13603.6,16481.4,2065,,62.61,20516.42004,,,,,,,,,,,,,,,,,,,,,,97.8
28.02.15,107045000,52.9,52.5,51.4,3.59,2.92,97.991,9,28,0,7,18,53,45.5,119.72,93.2,51,85.8,31122350.85,5.582786711,,56.7,54.1,60.1,0.449,1.789,-0.003,4160.34,557.803,564.004,572.596,82.1,82.1,80.4,611.447,97.4,99.7,88.7,71,172.8,95.47748,109.22123,93.48462,87.90195,12010.7,15108.4,2081,,56.94,13609.4758,,,,,,,,,,,,,,,,,,,,,,97.6
31.03.15,107229000,51.5,51.8,50,3.75,3.03,96.073,18,28,-5,4,15,54.8,55.1,120.81,104.5,52.2,86.2,31155670.36,5.536308827,,58.9,54.4,57.8,0.426,1.579,0.004,4215.26,564.568,569.536,577.34,75.6,77.4,74.4,615.248,109.2,109.1,105.4,64.9,173.8,94.92311,110.88465,92.87408,95.86157,16895.1,16746.1,2345,,51.36,12432.63493,,,,,,,,,,,,,,,,,,,,,,97.9
30.04.15,107541000,51.5,53.5,48.3,3.7,2.98,98.082,14,33,4,-4,17,53.3,70.2,121.28,101.4,52,86.1,31128861.51,5.50391667,,59.5,51.9,54.2,0.529,1.835,0.016,4245.19,569.738,576.175,584.654,75.6,76.2,75.5,618.06,103.6,102.4,106.5,66.2,171.4,93.08849,111.38141,90.73506,92.14131,15054.4,14781.8,2188,,60.39,10582.06738,,,,,,,,,,,,,,,,,,,,,,98.4
31.05.15,107739000,52.8,55.8,51.7,3.8,3.02,99.087,14,34,0,-4,16,41.9,65.7,121.6,103.3,52.2,86.2,31057304.2,5.61744588,,56.5,52,55.9,0.5,1.804,-0.001,4276.6,572.034,578.516,587.702,75.2,74.9,76.3,623.951,105.1,104.2,106.3,66.4,170,92.22003,109.57108,89.9646,95.68854,16674.6,14224.7,2000,,62.33,12396.89334,,,,,,,,,,,,,,,,,,,,,,98.7
30.06.15,107930000,53.5,56,55.5,3.87,3.08,96.804,15,28,-6,2,17,31.5,62.9,121.55,101.8,52.5,86.7,31110493.92,5.608760341,,58.5,51.4,58.1,0.569,2.03,0.017,4310.39,575.938,582.401,591.034,73.2,73.1,74.7,635.403,105.7,105.4,104.4,65.7,168.1,91.27868,109.25355,89.00957,90.06489,19583.2,15273.3,1916,,51.51,18383.51743,,,,,,,,,,,,,,,,,,,,,,98.4
31.07.15,108230000,52.7,56.5,52.7,4.08,3.24,96.986,17,33,-7,1,17,29.7,63.9,120.99,103.1,52.4,86.6,31188118.54,5.5188032,,57.4,51.9,57.1,0.561,1.882,-0.006,4337.11,579.293,586.426,595.475,71.7,72.7,72,638.88,118.4,120.3,102.9,65.9,166.8,89.67723,107.50353,87.37325,92.40087,18455.7,15830,1809.5,,55.28,7510.574448,,,,,,,,,,,,,,,,,,,,,,98.3
31.08.15,108387000,51.1,51.7,51.2,3.91,3.13,96.804,18,28,-6,-6,15,25,65.7,120.97,95.7,52.3,85.6,31220289.16,5.392117184,,55.6,51.5,57.3,0.68,1.95,0.027,4346.65,581.618,588.042,597.481,70.4,69.7,71.3,642.644,126.6,129.8,102.2,64.2,168.1,90.1616,110.00444,87.85194,92.22783,15360.1,12994,1688.5,,56.35,11097.49598,,,,,,,,,,,,,,,,,,,,,,98.4
30.09.15,108639000,50.2,50.1,50.5,3.89,3.09,94.521,13,33,0,-6,14,12.1,67.5,121.12,98.6,52,87.1,31332858.89,5.319322062,,53.3,51.5,59.9,0.568,1.765,-0.009,4370.12,589.897,593.606,601.126,68.7,69.2,68.3,644.046,136.8,137.5,118.4,62,166.4,88.12765,109.14887,85.76392,89.11319,16008.9,13384.8,1710,,52.9,13571.2233,,,,,,,,,,,,,,,,,,,,,,98.5
31.10.15,108915000,50.1,52.9,47.6,3.85,3.07,95.434,12,32,-2,-11,15,1.9,55.2,121.26,101.2,52.3,85.9,31436189.48,5.174273285,,54.9,55.5,58.8,0.628,1.926,0.011,4405.95,600.269,604.832,612.453,69.5,67.1,72,646.355,121,120.2,115.5,65.1,167.2,87.93061,106.99317,86.03052,96.38068,15902.6,14226.2,1563,,46.1,5593.491649,,,,,,,,,,,,,,,,,,,,,,98.5
30.11.15,109078000,48.6,48.9,51.3,3.87,3.09,95.342,21,28,-6,-6,17,10.4,54.4,120.85,101.4,52.8,86.3,31512983.71,5.081396798,,55.9,52.7,55.3,0.611,1.83,-0.002,4450.45,607.441,614.051,622.479,69.8,67.8,71.9,648.542,112.9,112.1,110.3,68.2,164.5,86.39011,95.77087,84.94233,95.42898,13687.2,12788.3,1609,,39.58,10255.17341,,,,,,,,,,,,,,,,,,,,,,98.1
31.12.15,109242000,48.2,49.2,48.1,3.93,3.16,96.53,25,32,1,-19,20,16.1,55,120.87,94.7,53.2,86.3,31539689.69,5.07884176,,55.5,51.9,57.8,0.656,1.961,0.017,4493.17,610.128,617.044,627.53,69.7,67.5,72.4,649.216,117,115.4,115.7,70,165.1,85.06064,95.27684,83.71886,120.86518,16677.9,10629.9,1623,,41.17,18114.44032,,,,,,,,,,,,,,,,,,,,,,98.1
31.01.16,109391000,48.2,51.5,45.9,3.97,3.26,95.982,9,36,7,-16,16,10.2,59.7,119.43,88.5,52.3,87.7,31540896.82,5.069227722,,55.6,52.9,55,0.34,1.561,0.017,4550.23,619.476,624.06,631.847,71,68.9,71.6,651.759,113.6,112.3,113.3,73.3,165.2,85.95736,91.04341,85.18636,89.19971,11127.3,1011.1,1764,,46.33,34757.71941,,,,,,,,,,,,,,,,,,,,,,97.7
29.02.16,109533000,49.5,51.5,48.5,3.72,3.01,94.886,18,34,2,-18,14,1,52.3,119.61,86,51.2,87.3,31554966.27,5.113178723,,52.7,50.8,54.2,0.379,1.337,-0.014,4591.18,624.366,632.114,641.613,70.3,68,71.1,655.263,115.5,114,115.2,72.5,164.7,84.97345,94.07839,83.55272,84.18169,13272.6,10494.7,1817,,55.52,8312.092976,,,,,,,,,,,,,,,,,,,,,,97.8
31.03.16,109806000,51.8,58.3,48.1,3.64,2.94,94.977,7,30,-4,-14,17,4.3,50.7,120.76,96.6,51.6,86.7,31572302.11,5.071035386,,53.7,51,54.2,0.451,1.418,0.026,4610.92,627.06,635.349,645.325,70.4,69.8,70.8,659.446,123.3,120.9,123.2,73.8,164,85.42099,93.69058,84.27381,90.41096,15884.2,11760.9,1938.5,,59.58,23930.51377,,,,,,,,,,,,,,,,,,,,,,97.9
30.04.16,109957000,50.8,55.8,49.2,3.59,2.88,97.443,14,37,2,-13,17,11.2,47.7,121,93.3,51.7,87.4,31603497.37,5.007049547,,52.3,49.2,52,0.52,1.598,-0.008,4639.05,629.345,637.434,647.932,70.9,69.2,72.3,663.057,128.3,124.6,131.4,76.5,163.7,85.46592,95.01912,84.38175,85.82552,15270.3,10728,1923,,54.49,7809.393087,,,,,,,,,,,,,,,,,,,,,,98.1
31.05.16,110115000,51.3,55.7,49.2,3.61,2.86,94.521,6,28,-7,-2,15,6.4,53.1,121.42,97.7,51.5,88.5,31711983.63,4.938966453,,53.5,50.1,51.2,0.43,1.431,0.006,4675.23,636.468,642.651,651.796,73,70,76.7,663.61,120.7,118.7,120.3,79.4,162.6,85.6481,96.80551,84.11909,87.12329,17471.6,11344.5,2104.5,,51.36,6769.542187,,,,,,,,,,,,,,,,,,,,,,98.2
30.06.16,110368000,53.2,57,50.4,3.66,2.92,95.342,11,33,4,-10,15,19.2,54.5,121.63,96.4,52.8,87.7,31746712.64,4.921362785,,52.3,52.1,46,0.11,0.871,0.013,4691.59,646.868,653.496,661.042,75.7,72,80.8,676.42,119.7,117.3,121.3,82.2,163.7,84.73592,95.93055,83.42694,85.73901,16622.9,12991.5,2243,,56.61,16479.2644,,,,,,,,,,,,,,,,,,,,,,98.1
31.07.16,110510000,52.6,56.9,49.4,3.41,2.74,97.808,13,26,1,0,14,-6.8,49.8,121.18,95.3,52,89.3,31778880.48,4.893680184,,47.4,48.2,45.9,0.112,0.686,-0.01,4715.99,644.356,654.641,668.022,78.5,73.9,84,679.751,117.7,115.3,119.9,89.1,163.4,85.30729,97.8304,83.76345,87.20981,16223,11977.9,2310,,60.43,4791.150101,,,,,,,,,,,,,,,,,,,,,,97.9
31.08.16,110737000,49.4,49.1,48.3,3.43,2.74,94.521,12,41,-2,-21,15,0.5,57.6,121.26,93.5,51.7,89,31810750.25,4.983162712,,52.9,53.3,49.2,0.154,0.642,-0.002,4736.74,647.153,655.602,666.217,80.4,75,86.7,681.756,112,111.4,109.3,90.2,162.9,83.61654,96.589,82.00619,87.12329,16925.4,1394.6,2377,,56.63,14604.55881,,,,,,,,,,,,,,,,,,,,,,97.9
30.09.16,111009000,51.5,55.1,49.7,3.46,2.77,94.064,18,23,-11,-8,18,0.5,55.1,121.61,97.2,52.6,89.7,31810383.75,4.838883392,,52.6,55.4,52.3,0.11,0.748,0.001,4740.53,647.36,656.894,668.621,81.8,74.9,89.2,684.025,110.7,111.3,104,93.7,162.9,84.45198,98.29702,82.97291,84.00865,15744.2,12221.5,2458,,62.77,17115.36008,,,,,,,,,,,,,,,,,,,,,,98
31.10.16,111167000,51.9,52.1,52.9,3.42,2.72,98.174,19,31,9,1,15,6.2,59.5,121.9,98.5,53.5,91.3,31794035.9,4.828988495,,54.5,54.3,52.6,0.267,1.246,0.014,4752.86,648.213,657.927,669.418,81,74.5,87.8,685.489,114,114.4,106.8,92.9,162.9,83.40053,97.57973,81.86843,88.59409,13663.1,11623.7,2702,,72.25,8864.63303,,,,,,,,,,,,,,,,,,,,,,98.6
30.11.16,111404000,53.2,53,52.3,3.54,2.84,98.447,16,27,5,18,18,13.8,58.8,121.63,98.6,53.7,91.1,31807589.94,4.794119823,,55.2,53.4,52.8,0.132,1.418,0.002,4761.42,648.561,657.752,669.82,79.9,73.9,86.4,686.607,116.2,118.2,101.2,93.1,162.7,84.20064,99.63264,82.1557,91.79524,16156.5,11708.1,2576,,79.75,18328.09511,,,,,,,,,,,,,,,,,,,,,,98.6
31.12.16,111658000,54.7,60.2,53.1,4.08,3.34,108.037,13,43,-6,57,24,13.8,63.5,122.24,93.7,54.9,90.6,31845113.81,4.742106318,,56.2,56.1,54.2,0.079,1.24,0.017,4775.7,653.951,661.304,671.15,78.3,72.7,84.4,688.985,123.2,127.2,97.6,90,161.2,85.55202,101.88146,83.56789,114.98198,15905.9,11766.7,2860,,80.4,16397.16744,,,,,,,,,,,,,,,,,,,,,,98.4
31.01.17,111670000,56,60.4,56.1,4.2,3.44,107.397,21,38,-1,54,21,16.6,77.3,121.44,86.1,55.2,90.2,31847401.81,4.707117201,,54.5,55.9,52.2,0.131,1.418,-0.009,4793.85,656.778,665.542,677.037,81,74.9,86.4,691.792,113.9,116.8,96.4,95.6,162.5,86.18167,102.82006,84.14577,88.11551,14879.9,12453,2825,,88.07,37720,,,,,,,,,,,,,,,,,,,,,,98.2
28.02.17,111856000,57.7,65.1,54.2,4.19,3.41,111.142,25,36,4,62,20,10.4,76.4,121.97,86.1,55.4,91.3,31859973.37,4.640486214,,53.3,54.6,52.5,0.098,1.151,0.001,4809.67,657.191,666.099,677.983,82.3,75.4,87.7,696.314,108.3,108.9,102.4,95.9,164.3,87.40459,104.49546,84.83799,81.07053,15497.8,11129.7,2771,,86.84,11055,,,,,,,,,,,,,,,,,,,,,,98.1
31.03.17,112020000,57.2,64.5,58.9,4.1,3.32,110.868,31,47,6,52,20,12.8,77.3,122.75,94.8,56.2,91,31946014.65,4.563299901,,55,54.2,52.2,0.127,1.14,0,4821.69,654.709,666.197,678.33,84.3,77.1,91.2,697.41,111.9,112.9,103.1,100.5,165.3,85.69288,103.17638,83.47843,87.50107,20107.3,13688.7,2623,,69.97,25472,,,,,,,,,,,,,,,,,,,,,,98.1
30.04.17,112264000,54.8,57.5,52,4.1,3.36,108.584,15,36,6,44,19,19.5,80.1,123.38,93.7,56.7,92.8,31955660.58,4.540287295,,55.8,57.3,53.1,0.076,1.087,-0.001,4828.44,646.573,658.898,673.156,86.1,78.7,92.3,697.244,109.2,110.8,99,100.5,165.4,85.86639,102.23184,83.62649,87.29068,17694.7,11569.1,2600,,60.71,19559,,,,,,,,,,,,,,,,,,,,,,98.5
31.05.17,112494000,54.9,59.5,53.5,4.02,3.27,110.411,22,36,0,51,20,20.6,83.9,123.37,92.6,57,91.5,32010431.73,4.445371963,,53.8,56.7,56,0.127,1.049,0.004,4843.41,643.26,652.758,665.725,86.4,80.3,93.5,701.664,116.6,119.5,97.6,99.3,165.4,86.12317,101.21308,84.08307,89.38902,19809.9,1397.8,2758,,56.01,17812,,,,,,,,,,,,,,,,,,,,,,98.6
30.06.17,112764000,57.8,63.5,57.2,3.94,3.19,108.676,20,21,11,45,18,18.6,88,123.44,92.5,57.4,92.4,32065220.08,4.42540191,,53.4,54.3,54.8,0.358,1.259,-0.01,4832.27,637.079,648.409,661.572,85.3,81,90.7,708.197,124,126.5,104.1,96.9,166.4,86.80047,102.31637,84.86767,88.21176,19803.3,13534.9,2795,,66.22,25886,,,,,,,,,,,,,,,,,,,,,,98.5
31.07.17,113002000,56.3,60.4,55.2,3.96,3.22,106.484,26,34,-2,38,23,17.5,86.4,123.06,94,56.6,92.8,32133165.61,4.33769478,,53.8,55.1,51.9,0.271,1.231,0.004,4843.87,635.198,643.766,656.046,85.9,81.3,90.9,710.355,119.8,120.4,109.1,98.4,166.8,87.09296,100.28514,85.48578,89.89755,18786.5,13402.7,3146,,75.11,21188,,,,,,,,,,,,,,,,,,,,,,98.3
31.08.17,113263000,58.8,60.3,59.9,3.93,3.18,110.594,18,39,12,47,20,10,86.7,123.35,93.1,57.4,93.8,32103935.61,4.328040359,,53.2,56.9,51.1,0.176,1.036,0.011,4853.07,636.714,644.383,654.963,86.8,82.4,91.9,712.884,112.1,113.2,102.4,98.2,165.8,87.08216,99.48235,85.66009,90.22924,19500.4,14952.5,3162,,69.77,20486,,,,,,,,,,,,,,,,,,,,,,98.5
30.09.17,113492000,60.8,64.6,60.3,3.78,3.08,108.311,27,40,8,46,19,17,87.9,123.79,94.8,58.1,93.8,32063143.51,4.266814637,,53.6,55.9,48.1,0.45,1.366,0.008,4860.83,640.654,647.4,657.528,89.1,84.3,94,713.33,107.1,106.2,107.5,100.6,165.9,87.46661,99.49137,86.4285,89.24948,18690.6,14389.3,3265,,60.31,25439,,,,,,,,,,,,,,,,,,,,,,98.8
31.10.17,113663000,58.7,63.4,59.8,3.85,3.15,108.402,26,38,6,41,22,17.6,87,123.93,97.1,58.5,94.2,32094351.15,4.243337386,,55.6,56.3,50.8,0.459,1.333,0.003,4881.25,641.279,648.672,660.771,91.1,86.6,96,715.527,103.8,104.7,98.4,102.9,166.5,88.2166,100.24887,86.73753,90.88486,18886,14757.9,3156,,63.36,15861,,,,,,,,,,,,,,,,,,,,,,98.8
30.11.17,113847000,58.2,64,59.7,3.94,3.27,110.685,31,33,7,52,22,18.7,88.8,123.86,93,60.1,94.7,32212822.6,4.271856185,,53.8,58.2,53.1,0.517,1.331,0.005,4894.92,646.422,652.073,662.375,91.1,87,95.6,717.751,103.1,105.5,92,103.9,166.3,88.59303,100.51456,87.19815,97.30095,16715.4,14156.4,3319,,71.28,22956,,,,,,,,,,,,,,,,,,,,,,99.1
31.12.17,114068000,59.7,69.4,57,3.94,3.36,111.324,29,38,3,45,22,17.4,89.3,124.26,90.4,60.6,94.7,32153619.08,4.352216821,,54.2,56.3,52.2,0.446,1.188,-0.006,4916.46,651.214,657.859,668.323,92,87.4,97,718.276,106.1,108.4,94.2,107,168.1,91.24454,99.11901,90.13774,119.53737,17628.8,13543.4,3540,,75.86,18103,,,,,,,,,,,,,,,,,,,,,,99.4
31.01.18,114401000,59.1,65.4,54.2,3.95,3.38,110.32,25,35,-3,48,23,20.4,95.2,123.4,84.1,59.6,94.5,32241099.31,4.306048544,,53,55.3,50.2,0.664,1.512,-0.006,4930.72,654.968,662.826,673.597,92.3,88.1,95.5,720.495,105.4,107.7,93.9,107.7,167.9,88.92863,101.6099,87.5426,90.89878,17062.6,15367.1,3447.5,,77.46,31417,32606.79,796.75,543247.13,1720814.46,2.8563,3.4701,3.8337,3.914,,,,,,,,,,,,,,99.5
28.02.18,114764000,60.8,64.2,59.7,4.22,3.68,111.233,25,39,8,43,24,17.8,92.3,123.68,79.7,58.6,95,32263653.34,4.213097151,,54.5,55.2,51.4,0.778,1.502,0.004,4946.5,655.975,663.311,675.15,93.5,88.8,96.5,721.414,104.3,104,103.1,109.6,167.4,88.64026,99.41839,86.7736,82.29588,17441.4,15442.1,3274,,69.7,12064,32319.21,780.64,517035.99,1729070.12,2.6685,3.2314,3.7003,3.8202,,,,,,,,,,,,,,99.5
31.03.18,115043000,59.3,61.9,57.3,4.43,3.9,108.95,30,37,-2,41,25,5.1,90.7,124.67,90.3,56.6,94.1,32343075.26,4.198035349,,51.7,55.1,47,0.82,1.35,0.015,4950.95,659.665,667.524,678.196,94.6,90.1,97.9,723.163,111.3,111.5,105.6,107.7,168.4,89.67779,100.64941,88.10443,94.53571,20273.2,14917.7,3127,,65.27,17091,32403.43,784.19,523540.07,1739859.48,2.9297,3.3221,3.6609,3.7407,,,,,,,,,,,,,,99.2
30.04.18,115195000,57.3,61.2,54.2,4.4,3.87,110.411,20,37,8,33,23,-8.2,87.9,125.19,88.3,56.2,95,32389039.84,4.18894394,,52.8,53.9,52.5,0.775,1.418,-0.031,4961.84,665.77,671.327,681.977,93.6,89.9,96.3,725.245,116.4,115.2,113.9,103.6,169.9,89.94746,101.46848,88.33743,87.92588,19730.7,15199.5,3100,,65.95,22243,32215.74,777.88,525447.77,1737683.73,2.9782,2.9965,3.2711,3.6217,,,,,,,,,,,,,,99.1
31.05.18,115474000,58.7,63.7,56.3,4.55,4.03,111.507,25,38,17,37,25,-8.2,87.4,125.88,91.4,55.5,97.2,32394834.56,4.165359764,,54,54.4,52.5,0.61,1.229,0.015,4981.69,676.695,680.579,689.554,93.4,90.2,97.1,726.923,119.7,118,117.5,101.1,163.9,80.12499,102.27611,77.2433,91.83388,19343.4,14393.3,2854,,64.8,11234,32068.16,773.23,526276.72,1743063.79,2.7835,3.1488,3.4383,3.6129,,,,,,,,,,,,,,99.3
30.06.18,115831000,60.2,63.5,56,4.54,4.01,110.228,23,38,11,24,23,-16.1,80.6,126.01,91.3,54.9,96.6,32386445.24,4.036543393,,55.1,54.4,53.1,0.722,1.278,0.003,5044.46,686.696,693.287,702.369,91.4,89.1,94.9,733.984,127.7,124.7,127.4,95.5,169.4,90.1224,102.04745,88.76893,89.61328,20131.1,15523.9,2625,,64.35,20373,32061.23,740.71,543944.71,1770178.37,2.3285,3.159,3.3507,3.4756,,,,,,,,,,,,,,99.2
31.07.18,116113000,58.1,60.2,56.5,4.52,3.99,113.516,32,42,1,38,24,-24.7,72.4,125.82,93,55.1,97.5,32407632.99,4.021196607,,53.5,54,55.8,0.764,1.331,0.014,5061.11,689.746,696.8,708.914,92.1,90.2,94.5,738.487,115.7,111.4,125.8,94.7,169.6,89.77379,101.70681,88.16999,89.03219,22545.5,19907.1,2457,,67.16,18382,32100.45,723.24,536624.29,1776196.11,1.995,2.841,3.2249,3.4812,,,,,,,,,,,,,,99.2
31.08.18,116332000,61.3,65.1,58.5,4.6,4.08,113.425,29,50,17,30,24,-13.7,72.6,126.07,84.3,54.6,98.2,32410420.53,4.034669528,,54.3,52.8,52.9,0.727,1.429,0.001,5056.56,694.414,701.677,712.494,92.5,89.6,96.2,739.583,114.2,111.7,117.6,94.3,169.9,88.98121,99.47382,87.7729,93.90546,21568.3,20249.3,2612,,68.73,24078,32006.24,712.28,538324.64,1788670.43,1.8291,2.8451,3.3462,3.5751,,,,,,,,,,,,,,99.8
30.09.18,116508000,59.8,61.8,58.8,4.54,3.99,111.507,37,28,22,31,24,-10.6,76,126.48,90.2,53.2,97.7,32430613.08,4.073368461,,53.9,53.8,52.1,0.821,1.574,-0.014,5080.83,706.834,712.373,721.077,91.7,89,94.5,741.305,121.5,117.7,127.2,91,169.7,86.59159,98.12603,85.82644,89.40063,19189.7,15321.8,2493,,72.81,23061,31770.87,703.27,538574.08,1801665.58,1.9063,2.9657,3.4565,3.6103,,,,,,,,,,,,,,99.9
31.10.18,116743000,57.7,57.4,56.8,4.71,4.15,110.776,32,40,11,30,28,-24.7,70.1,126.77,91.9,52,97.3,32492070.26,4.055318439,,52.2,51.1,53.2,0.745,1.437,0.007,5103.69,708.694,718.684,731.423,91.8,88.4,96.1,743.866,110.3,124.9,116.4,90.8,169.5,87.65287,101.62638,85.86581,92.6599,21910.9,17492.1,2542,,72.28,9538,31449.48,719.68,540128.37,1795561.6,1.8805,2.8054,3.3129,3.5086,,,,,,,,,,,,,,100.2
30.11.18,116904000,59.3,62.1,58.4,4.83,4.23,108.767,32,33,9,21,28,-24.1,58.2,126.29,86.9,51.8,98.6,32542359.72,4.039087527,,50.4,53.1,53.4,0.768,1.364,-0.014,5092.97,700.601,715.166,730.269,94.5,90,99.9,744.865,111.7,111.1,109.3,97,169.6,87.55485,102.03449,85.77105,101.69601,20957.4,18252.9,2467,,69.2,16127,31530.57,721.22,543498.66,1813175.07,2.223,2.4826,3.1353,3.355,,,,,,,,,,,,,,100
